,train_loss,train_accuracy,val_loss,val_accuracy
0,0.638382898573389,0.7114989733059548,0.6687561108192928,0.6140845070422535
1,0.5920272180920532,0.7217659137577002,0.6661136261174376,0.6140845070422535
2,0.5974756069070494,0.7217659137577002,0.6732999494377996,0.6140845070422535
3,0.5856402996560325,0.7217659137577002,0.6690742564872957,0.6140845070422535
4,0.5899908769841342,0.7217659137577002,0.6699490879622984,0.6140845070422535
5,0.5763232375464538,0.7217659137577002,0.6699949750598048,0.6140845070422535
6,0.5549553242049852,0.7238193018480493,0.6549949747995591,0.6140845070422535
7,0.5252011217806711,0.7248459958932238,0.6778344780757604,0.6197183098591549
8,0.5199286449554864,0.7248459958932238,0.6479569067627611,0.6281690140845071
9,0.45977180160903763,0.7741273100616016,0.819462765414845,0.6169014084507042
10,0.4089714625337966,0.8151950718685832,0.8195863085103706,0.5549295774647888
11,0.37420423808704706,0.8336755646817249,0.8631054291659868,0.6309859154929578
12,0.35142746170818817,0.8501026694045175,0.8500299866435865,0.5549295774647888
13,0.34164243771989755,0.8634496919917864,1.058873052773735,0.5859154929577465
