,train_loss,train_accuracy,val_loss,val_accuracy
0,0.6081496001215503,0.7217659137577002,0.6874586240506508,0.6140845070422535
1,0.6035013479970441,0.7217659137577002,0.6982242351686451,0.6140845070422535
2,0.5933855207946755,0.7217659137577002,0.7171402571486755,0.6140845070422535
3,0.5930631921169571,0.7217659137577002,0.6820313876783344,0.6140845070422535
4,0.5973351570018386,0.7217659137577002,0.6910695124679888,0.6140845070422535
5,0.5930135464888578,0.7217659137577002,0.7176806573296937,0.6140845070422535
6,0.5943634775553274,0.7217659137577002,0.6889762633283373,0.6140845070422535
7,0.5836553524345832,0.7217659137577002,0.6813594068439913,0.6140845070422535
8,0.5867165789750138,0.7217659137577002,0.7194446596461282,0.6140845070422535
9,0.5889722747035951,0.7217659137577002,0.7066441440666226,0.6140845070422535
10,0.5892190441213839,0.7217659137577002,0.7158048601637423,0.6140845070422535
11,0.5810806306195685,0.7217659137577002,0.7212346566814772,0.6140845070422535
12,0.5874631376927469,0.7217659137577002,0.6710651404421094,0.6140845070422535
13,0.6001593756128019,0.7217659137577002,0.679084793362819,0.6140845070422535
14,0.5982673020700654,0.7217659137577002,0.7185228119433765,0.6140845070422535
15,0.5991126899081579,0.7217659137577002,0.6785343531151893,0.6140845070422535
16,0.5932297619820803,0.7217659137577002,0.6807609174453036,0.6140845070422535
17,0.5866476589224819,0.7217659137577002,0.7079426834700813,0.6140845070422535
