train_loss,train_precision,train_recall,train_f1,val_loss,val_precision,val_recall,val_f1,best_threshold
0.793791897892952,0.2941700044503783,0.8479794740218088,0.4368081942838262,0.9656159693396973,0.48072562358276644,0.5367088607594936,0.507177033492823,0.3
0.7652120043124472,0.3318709677419355,0.8248877485567672,0.4733161575266838,0.9880555556210099,0.4639261744966443,0.7,0.5580221997981836,0.3
0.7372177538701467,0.36751611912803195,0.7677998717126363,0.497093023255814,0.9117869679102174,0.40638428483732353,0.8379746835443038,0.5473336089293096,0.32
0.6868709300032684,0.42867896123447496,0.7305965362411803,0.5403225806451613,1.284297273664623,0.4121510673234811,0.31772151898734174,0.35882773409578267,0.3
0.6270692787212985,0.5450777202072539,0.6747915330339962,0.6030381198051018,1.1160932772354393,0.42126379137412234,0.5316455696202531,0.47006155567991037,0.3
0.5840533056748765,0.5848238482384824,0.6921103271327774,0.6339600470035253,1.275931902780607,0.3767752715121136,0.5708860759493671,0.4539506794162053,0.3
0.5410980561056308,0.6405585913782635,0.6767158434894163,0.6581409856519026,1.683165694663033,0.3751438434982739,0.41265822784810124,0.3930078360458107,0.3
0.5122945266908833,0.6523197316936836,0.7485567671584349,0.6971326164874552,1.429123930778021,0.36553524804177545,0.5316455696202531,0.4332129963898917,0.3
0.4792078654255186,0.7503607503607503,0.6670942912123156,0.7062818336162988,1.4031989467747017,0.3912529550827423,0.4189873417721519,0.40464547677261614,0.3
0.4579803760136877,0.7606310013717421,0.7113534316869788,0.7351673848193571,1.716189191151222,0.3997050147492625,0.3430379746835443,0.3692098092643052,0.31
0.42839053287569967,0.7579908675799086,0.745349583066068,0.7516170763260026,2.3985905311421893,0.4091954022988506,0.22531645569620254,0.29061224489795917,0.3
0.4066807256213256,0.7982155113246396,0.7459910198845414,0.7712201591511936,1.5038413964356894,0.3766114180478821,0.5177215189873418,0.4360341151385927,0.3
