,train_loss,train_accuracy,val_loss,val_accuracy
0,0.6468513156766089,0.8598130841121495,0.6366713643074036,0.8571428571428571
1,0.6279802985280474,0.8598130841121495,0.6159816026687622,0.8571428571428571
2,0.5934661961047449,0.8598130841121495,0.5720361079488482,0.8571428571428571
3,0.5326402922657049,0.8598130841121495,0.4679924275193896,0.8571428571428571
4,0.4844602384021349,0.8598130841121495,0.4220715624945504,0.8571428571428571
5,0.4270710494612979,0.8598130841121495,0.41779683019433705,0.8571428571428571
6,0.42309309072165846,0.8598130841121495,0.4175704232284001,0.8571428571428571
7,0.4244338519801603,0.8598130841121495,0.41820601139749797,0.8571428571428571
8,0.41553299372719826,0.8598130841121495,0.4203511710677828,0.8571428571428571
9,0.43292186214266537,0.8598130841121495,0.4223504485828536,0.8571428571428571
10,0.4417445102584696,0.8598130841121495,0.4224960003580366,0.8571428571428571
11,0.40481475738930367,0.8598130841121495,0.4268567247050149,0.8571428571428571
